Timestamp,T7/betaL,AF3/betaL,Pz/betaL,AF4/betaL,T8/betaL,T7/theta,AF3/theta,Pz/theta,AF4/theta,T8/theta,T7/alpha,AF3/alpha,Pz/alpha,AF4/alpha,T8/alpha,T7/betaH,AF3/betaH,Pz/betaH,AF4/betaH,T8/betaH,T7/gamma,AF3/gamma,Pz/gamma,AF4/gamma,T8/gamma
2023-05-14 17:48:31.744,1.324,0.599,0.982,1.079,1.177,1.052,1.071,1.441,1.304,1.276,0.707,1.014,5.313,0.937,1.580,0.323,0.507,0.467,0.553,0.485,0.433,0.591,0.306,0.715,0.246
2023-05-14 17:48:31.870,1.328,0.614,1.069,1.185,1.220,1.110,1.066,1.536,1.155,1.438,0.645,1.023,4.112,1.037,1.620,0.335,0.546,0.543,0.507,0.482,0.432,0.646,0.289,0.752,0.238
2023-05-14 17:48:31.997,1.253,0.615,1.153,1.289,1.226,1.056,1.048,1.524,1.005,1.510,0.586,0.984,3.054,1.025,1.563,0.366,0.577,0.609,0.444,0.448,0.409,0.709,0.265,0.776,0.231
2023-05-14 17:48:32.117,1.147,0.630,1.235,1.376,1.198,0.917,1.029,1.353,0.899,1.497,0.541,0.906,2.153,0.923,1.412,0.406,0.604,0.641,0.380,0.401,0.369,0.771,0.237,0.778,0.224
2023-05-14 17:48:32.246,1.066,0.700,1.310,1.454,1.180,0.762,1.025,1.099,0.857,1.460,0.535,0.855,1.531,0.803,1.232,0.441,0.632,0.624,0.328,0.369,0.322,0.819,0.216,0.757,0.217
2023-05-14 17:48:32.372,1.035,0.840,1.352,1.537,1.211,0.676,1.027,0.882,0.876,1.479,0.586,0.894,1.321,0.744,1.093,0.459,0.650,0.567,0.294,0.370,0.281,0.846,0.210,0.722,0.209
2023-05-14 17:48:32.492,1.038,1.018,1.354,1.620,1.291,0.714,1.022,0.755,0.919,1.591,0.687,1.048,1.578,0.803,1.046,0.454,0.643,0.502,0.277,0.401,0.256,0.858,0.221,0.685,0.200
2023-05-14 17:48:32.620,1.028,1.174,1.287,1.667,1.373,0.873,0.992,0.745,0.948,1.766,0.799,1.282,2.346,0.979,1.086,0.440,0.598,0.477,0.278,0.441,0.250,0.868,0.242,0.660,0.193
2023-05-14 17:48:32.749,0.970,1.258,1.144,1.626,1.387,1.104,0.944,0.871,0.940,1.927,0.881,1.533,3.700,1.212,1.158,0.442,0.520,0.528,0.308,0.464,0.262,0.887,0.266,0.653,0.193
2023-05-14 17:48:32.867,0.861,1.251,0.955,1.471,1.288,1.340,0.911,1.155,0.896,1.971,0.902,1.718,5.742,1.414,1.199,0.482,0.434,0.658,0.381,0.457,0.283,0.910,0.282,0.662,0.203
2023-05-14 17:48:32.995,0.726,1.168,0.774,1.227,1.081,1.527,0.920,1.620,0.830,1.865,0.853,1.785,8.411,1.515,1.170,0.556,0.371,0.830,0.496,0.424,0.301,0.917,0.283,0.677,0.226
2023-05-14 17:48:33.123,0.601,1.060,0.652,0.965,0.826,1.636,0.970,2.196,0.769,1.636,0.761,1.728,11.383,1.516,1.097,0.641,0.347,0.987,0.632,0.380,0.308,0.887,0.269,0.686,0.258
2023-05-14 17:48:33.244,0.516,0.979,0.600,0.749,0.602,1.642,1.023,2.749,0.740,1.337,0.670,1.588,14.115,1.462,1.016,0.702,0.364,1.085,0.753,0.344,0.304,0.817,0.247,0.677,0.288
2023-05-14 17:48:33.370,0.499,0.955,0.599,0.617,0.470,1.563,1.050,3.125,0.749,1.046,0.633,1.425,16.044,1.398,0.956,0.715,0.410,1.112,0.821,0.326,0.293,0.722,0.228,0.649,0.307
2023-05-14 17:48:33.497,0.550,0.978,0.638,0.574,0.459,1.456,1.064,3.239,0.834,0.821,0.688,1.291,16.849,1.369,0.950,0.676,0.465,1.087,0.816,0.331,0.281,0.633,0.222,0.608,0.308
2023-05-14 17:48:33.618,0.638,0.998,0.711,0.598,0.550,1.396,1.082,3.139,0.918,0.692,0.822,1.197,16.575,1.395,0.998,0.601,0.513,1.043,0.747,0.353,0.276,0.579,0.233,0.565,0.291
2023-05-14 17:48:33.746,0.714,0.967,0.804,0.654,0.687,1.421,1.126,2.910,1.001,0.676,0.985,1.119,15.556,1.468,1.071,0.515,0.550,1.003,0.649,0.382,0.281,0.566,0.256,0.523,0.262
2023-05-14 17:48:33.872,0.735,0.875,0.901,0.703,0.816,1.519,1.201,2.648,1.052,0.775,1.113,1.027,14.207,1.553,1.118,0.439,0.586,0.967,0.562,0.408,0.298,0.579,0.283,0.483,0.231
2023-05-14 17:48:33.993,0.690,0.751,0.989,0.735,0.912,1.637,1.293,2.445,1.105,1.003,1.170,0.925,12.826,1.624,1.119,0.378,0.629,0.928,0.518,0.424,0.322,0.591,0.303,0.445,0.207
2023-05-14 17:48:34.120,0.597,0.643,1.059,0.760,0.988,1.722,1.367,2.346,1.198,1.355,1.167,0.842,11.513,1.694,1.088,0.333,0.688,0.881,0.526,0.428,0.345,0.581,0.311,0.414,0.200
2023-05-14 17:48:34.249,0.487,0.599,1.103,0.782,1.065,1.741,1.400,2.382,1.368,1.811,1.143,0.814,10.240,1.794,1.050,0.304,0.767,0.837,0.561,0.420,0.360,0.553,0.307,0.396,0.213
2023-05-14 17:48:34.368,0.400,0.644,1.106,0.805,1.152,1.680,1.387,2.573,1.609,2.316,1.131,0.866,8.957,1.956,1.023,0.289,0.854,0.816,0.588,0.408,0.363,0.531,0.295,0.394,0.240
2023-05-14 17:48:34.495,0.362,0.753,1.076,0.813,1.232,1.551,1.348,2.895,1.898,2.797,1.142,1.002,7.701,2.186,1.009,0.288,0.923,0.838,0.582,0.399,0.355,0.541,0.279,0.403,0.271
2023-05-14 17:48:34.623,0.380,0.882,1.047,0.797,1.270,1.393,1.326,3.317,2.184,3.185,1.173,1.195,6.621,2.441,1.000,0.295,0.949,0.907,0.539,0.397,0.339,0.597,0.262,0.417,0.296
2023-05-14 17:48:34.744,0.441,0.980,1.075,0.771,1.239,1.258,1.335,3.786,2.393,3.399,1.237,1.392,5.863,2.632,0.986,0.308,0.926,1.007,0.473,0.403,0.322,0.694,0.246,0.431,0.308
2023-05-14 17:48:34.870,0.523,1.007,1.192,0.748,1.140,1.231,1.382,4.305,2.452,3.370,1.348,1.535,5.443,2.681,0.967,0.325,0.872,1.104,0.414,0.415,0.310,0.805,0.234,0.448,0.307
2023-05-14 17:48:34.997,0.602,0.956,1.356,0.738,1.009,1.378,1.460,4.895,2.326,3.107,1.506,1.589,5.246,2.553,0.957,0.344,0.821,1.160,0.387,0.432,0.308,0.899,0.228,0.476,0.296
2023-05-14 17:48:35.117,0.662,0.848,1.502,0.746,0.890,1.736,1.574,5.517,2.084,2.721,1.698,1.554,5.169,2.282,0.980,0.363,0.802,1.153,0.402,0.446,0.314,0.951,0.230,0.522,0.283
2023-05-14 17:48:35.247,0.682,0.715,1.568,0.758,0.815,2.239,1.727,6.044,1.847,2.399,1.868,1.449,5.130,1.954,1.054,0.375,0.824,1.081,0.451,0.448,0.324,0.956,0.239,0.586,0.275
2023-05-14 17:48:35.373,0.650,0.585,1.503,0.752,0.782,2.738,1.895,6.276,1.708,2.267,1.951,1.311,5.048,1.670,1.188,0.375,0.869,0.958,0.514,0.433,0.333,0.926,0.251,0.660,0.277
2023-05-14 17:48:35.492,0.568,0.475,1.339,0.714,0.759,3.054,2.016,6.064,1.680,2.306,1.896,1.182,4.886,1.500,1.377,0.358,0.902,0.811,0.566,0.404,0.335,0.881,0.261,0.725,0.290
2023-05-14 17:48:35.620,0.458,0.398,1.135,0.654,0.722,3.066,2.031,5.442,1.730,2.401,1.694,1.094,4.685,1.452,1.576,0.324,0.888,0.666,0.587,0.367,0.327,0.836,0.264,0.762,0.311
2023-05-14 17:48:35.749,0.349,0.364,0.945,0.612,0.667,2.790,1.953,4.673,1.825,2.437,1.395,1.058,4.591,1.476,1.719,0.280,0.819,0.544,0.575,0.332,0.313,0.797,0.260,0.760,0.331
2023-05-14 17:48:35.867,0.267,0.368,0.827,0.629,0.622,2.362,1.845,4.065,1.977,2.392,1.096,1.110,4.781,1.547,1.774,0.240,0.721,0.460,0.545,0.314,0.296,0.757,0.251,0.722,0.345
2023-05-14 17:48:35.995,0.228,0.394,0.791,0.705,0.613,1.987,1.820,3.844,2.167,2.303,0.894,1.311,5.460,1.684,1.750,0.220,0.639,0.416,0.519,0.324,0.284,0.712,0.243,0.668,0.349
2023-05-14 17:48:36.122,0.230,0.443,0.811,0.816,0.651,1.810,1.950,4.028,2.397,2.251,0.837,1.708,6.726,1.903,1.686,0.235,0.607,0.404,0.513,0.360,0.284,0.662,0.242,0.621,0.341
2023-05-14 17:48:36.244,0.269,0.511,0.857,0.914,0.719,1.842,2.234,4.354,2.603,2.284,0.934,2.275,8.528,2.173,1.624,0.288,0.638,0.411,0.535,0.414,0.294,0.618,0.246,0.594,0.321
2023-05-14 17:48:36.370,0.337,0.586,0.901,0.956,0.786,1.983,2.570,4.526,2.723,2.368,1.142,2.892,10.632,2.432,1.593,0.367,0.715,0.429,0.583,0.471,0.308,0.596,0.254,0.588,0.294
2023-05-14 17:48:36.497,0.425,0.660,0.933,0.925,0.812,2.087,2.843,4.383,2.673,2.413,1.378,3.382,12.613,2.594,1.595,0.455,0.809,0.448,0.646,0.518,0.320,0.616,0.260,0.589,0.266
2023-05-14 17:48:36.617,0.534,0.723,0.981,0.838,0.771,2.066,2.953,4.030,2.455,2.334,1.541,3.553,13.988,2.575,1.590,0.525,0.890,0.467,0.710,0.543,0.327,0.688,0.262,0.582,0.240
2023-05-14 17:48:36.746,0.657,0.764,1.051,0.718,0.665,1.928,2.913,3.565,2.097,2.125,1.566,3.324,14.448,2.348,1.529,0.561,0.939,0.482,0.759,0.541,0.330,0.804,0.256,0.559,0.220
2023-05-14 17:48:36.865,0.772,0.787,1.120,0.611,0.539,1.745,2.775,3.102,1.708,1.893,1.451,2.764,14.014,1.997,1.406,0.562,0.955,0.492,0.788,0.520,0.334,0.936,0.245,0.521,0.203
2023-05-14 17:48:36.992,0.853,0.805,1.148,0.553,0.450,1.585,2.655,2.726,1.367,1.776,1.243,2.062,12.984,1.677,1.277,0.542,0.957,0.497,0.793,0.491,0.339,1.048,0.232,0.478,0.188
2023-05-14 17:48:37.120,0.878,0.823,1.107,0.541,0.424,1.471,2.620,2.475,1.117,1.829,1.012,1.424,11.790,1.516,1.218,0.524,0.966,0.501,0.777,0.460,0.345,1.109,0.224,0.444,0.179
2023-05-14 17:48:37.241,0.845,0.849,1.003,0.557,0.463,1.380,2.699,2.323,0.946,2.002,0.825,0.989,10.804,1.546,1.276,0.522,0.989,0.509,0.747,0.435,0.346,1.104,0.225,0.428,0.177
2023-05-14 17:48:37.367,0.762,0.876,0.852,0.575,0.537,1.278,2.829,2.211,0.812,2.173,0.713,0.781,10.193,1.690,1.421,0.538,1.016,0.521,0.711,0.412,0.336,1.036,0.232,0.428,0.187
2023-05-14 17:48:37.495,0.647,0.897,0.705,0.586,0.615,1.181,2.882,2.106,0.684,2.202,0.667,0.730,9.930,1.831,1.583,0.553,1.019,0.533,0.682,0.390,0.316,0.926,0.242,0.435,0.208
2023-05-14 17:48:37.615,0.520,0.900,0.592,0.580,0.671,1.149,2.807,2.029,0.599,2.052,0.641,0.744,9.868,1.874,1.696,0.546,0.978,0.537,0.667,0.365,0.288,0.804,0.248,0.442,0.237
2023-05-14 17:48:37.744,0.401,0.880,0.522,0.558,0.710,1.223,2.570,1.996,0.634,1.775,0.596,0.778,9.814,1.790,1.745,0.511,0.892,0.535,0.669,0.339,0.261,0.697,0.246,0.442,0.263
2023-05-14 17:48:37.870,0.301,0.836,0.486,0.523,0.744,1.397,2.268,2.020,0.838,1.468,0.515,0.800,9.733,1.608,1.732,0.458,0.783,0.536,0.686,0.322,0.240,0.619,0.235,0.436,0.282
2023-05-14 17:48:37.990,0.226,0.770,0.474,0.483,0.781,1.619,1.947,2.108,1.187,1.198,0.415,0.793,9.780,1.391,1.668,0.414,0.679,0.557,0.709,0.324,0.227,0.571,0.216,0.428,0.290
2023-05-14 17:48:38.117,0.177,0.683,0.485,0.456,0.810,1.824,1.721,2.273,1.604,1.011,0.322,0.756,10.189,1.203,1.582,0.402,0.605,0.616,0.733,0.358,0.220,0.549,0.193,0.422,0.288
2023-05-14 17:48:38.247,0.146,0.584,0.513,0.460,0.807,1.907,1.553,2.459,1.956,0.910,0.258,0.689,11.109,1.071,1.489,0.430,0.578,0.723,0.749,0.428,0.217,0.553,0.170,0.420,0.281
2023-05-14 17:48:38.365,0.127,0.493,0.544,0.504,0.756,1.827,1.430,2.587,2.124,0.871,0.228,0.591,12.534,0.979,1.385,0.485,0.595,0.869,0.756,0.526,0.217,0.583,0.152,0.422,0.273
2023-05-14 17:48:38.492,0.113,0.426,0.569,0.577,0.660,1.624,1.305,2.568,2.053,0.863,0.231,0.484,14.355,0.887,1.247,0.541,0.638,1.017,0.750,0.630,0.219,0.634,0.143,0.428,0.267
2023-05-14 17:48:38.620,0.105,0.390,0.592,0.659,0.545,1.376,1.198,2.375,1.794,0.895,0.262,0.417,16.439,0.769,1.085,0.575,0.683,1.122,0.735,0.722,0.222,0.685,0.140,0.438,0.264
2023-05-14 17:48:38.741,0.105,0.391,0.605,0.744,0.452,1.160,1.170,2.084,1.471,1.011,0.335,0.477,18.633,0.635,0.975,0.577,0.718,1.153,0.728,0.799,0.226,0.724,0.144,0.452,0.266
2023-05-14 17:48:38.868,0.114,0.441,0.589,0.838,0.432,1.002,1.260,1.815,1.210,1.206,0.470,0.744,20.727,0.525,1.005,0.550,0.736,1.107,0.750,0.869,0.233,0.747,0.154,0.474,0.276
2023-05-14 17:48:38.995,0.129,0.532,0.552,0.948,0.514,0.882,1.471,1.666,1.091,1.449,0.671,1.245,22.633,0.487,1.207,0.507,0.737,1.020,0.806,0.933,0.244,0.766,0.169,0.511,0.297
2023-05-14 17:48:39.115,0.163,0.649,0.522,1.071,0.681,0.772,1.738,1.713,1.110,1.668,0.916,1.906,24.521,0.544,1.535,0.460,0.728,0.950,0.883,0.984,0.260,0.799,0.186,0.566,0.328
2023-05-14 17:48:39.244,0.229,0.770,0.519,1.186,0.877,0.658,1.973,1.984,1.206,1.767,1.149,2.575,26.662,0.684,1.881,0.414,0.711,0.937,0.959,1.006,0.280,0.854,0.203,0.634,0.361
2023-05-14 17:48:39.370,0.335,0.867,0.554,1.260,1.030,0.549,2.042,2.406,1.294,1.706,1.304,3.069,29.069,0.875,2.117,0.371,0.687,0.982,1.004,0.973,0.299,0.929,0.216,0.706,0.387
2023-05-14 17:48:39.490,0.473,0.917,0.627,1.261,1.092,0.459,1.925,2.829,1.315,1.510,1.334,3.262,31.256,1.078,2.151,0.327,0.651,1.048,0.995,0.874,0.311,1.000,0.223,0.769,0.400
2023-05-14 17:48:39.617,0.628,0.909,0.724,1.190,1.059,0.398,1.614,3.109,1.253,1.267,1.237,3.139,32.458,1.271,1.969,0.284,0.598,1.084,0.924,0.716,0.314,1.034,0.225,0.813,0.398
2023-05-14 17:48:39.747,0.778,0.849,0.819,1.076,0.972,0.382,1.287,3.164,1.148,1.097,1.058,2.800,31.984,1.458,1.651,0.249,0.533,1.044,0.805,0.534,0.308,1.012,0.226,0.830,0.385
2023-05-14 17:48:39.865,0.906,0.771,0.903,0.966,0.883,0.438,1.062,2.993,1.045,1.079,0.876,2.392,29.467,1.634,1.326,0.228,0.475,0.920,0.669,0.367,0.298,0.937,0.234,0.819,0.365
2023-05-14 17:48:39.992,0.994,0.718,0.961,0.897,0.831,0.581,1.096,2.633,0.988,1.202,0.760,2.023,25.072,1.781,1.114,0.221,0.447,0.740,0.546,0.246,0.291,0.841,0.252,0.781,0.342
2023-05-14 17:48:40.120,1.031,0.721,0.970,0.877,0.827,0.809,1.343,2.148,0.999,1.388,0.746,1.738,19.489,1.871,1.068,0.223,0.458,0.550,0.453,0.182,0.293,0.760,0.281,0.719,0.322
2023-05-14 17:48:40.241,1.020,0.770,0.941,0.881,0.850,1.074,1.753,1.627,1.061,1.533,0.823,1.515,13.772,1.871,1.159,0.229,0.498,0.394,0.391,0.164,0.306,0.717,0.317,0.639,0.308
2023-05-14 17:48:40.367,0.971,0.821,0.902,0.868,0.861,1.296,2.146,1.180,1.133,1.566,0.945,1.325,8.919,1.760,1.309,0.234,0.546,0.290,0.354,0.170,0.327,0.709,0.350,0.553,0.305
2023-05-14 17:48:40.495,0.904,0.843,0.903,0.821,0.841,1.414,2.402,0.913,1.180,1.495,1.066,1.192,5.457,1.565,1.469,0.238,0.580,0.238,0.334,0.187,0.348,0.721,0.374,0.480,0.310
2023-05-14 17:48:40.615,0.835,0.825,0.998,0.753,0.807,1.424,2.465,0.906,1.166,1.405,1.149,1.178,3.359,1.369,1.646,0.253,0.597,0.225,0.327,0.210,0.367,0.740,0.391,0.448,0.323
